Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
Hotel Royale,"Airport, Kolkata",1068,2.5,24,Kolkata,Budget,0-2K
Hotel Calwien,"Hazra Road, Kolkata",5033,2.5,16,Kolkata,Luxury,5K-10K
Modern Inn,"V I P Road, Kolkata",4866,2.5,13,Kolkata,Mid-range,2K-5K
Holiday Inn Express Kolkata Airport,"Jessore Road, Kolkata",8589,2.5,13,Kolkata,Luxury,5K-10K
Rajs Lodging and Fooding,"Sadananda Road, Kolkata",816,2.5,33,Kolkata,Budget,0-2K
Sonar Bangla Guest House,Kolkata,1490,2.5,61,Kolkata,Budget,0-2K
"Park Central, Kolkata","Park Street, Kolkata",1350,2.5,40,Kolkata,Budget,0-2K
Holiday Inn Express Kolkata New Town,"New Town (rajarhat), Kolkata",6799,2.5,40,Kolkata,Luxury,5K-10K
Super Collection O Minto Park Formerly Hotel Gardenia,Kolkata,1987,2.5,13,Kolkata,Budget,0-2K
Hotel O NSCB International Airport Formerly Bougain Villa,Kolkata,1671,2.5,13,Kolkata,Budget,0-2K
Townhouse AIIMS Kolkata Formerly Tanishq Inn,Kolkata,1555,2.5,13,Kolkata,Budget,0-2K
Townhouse Science City Formerly Hotel Mannat International,Kolkata,1591,2.5,13,Kolkata,Budget,0-2K
Townhouse Oak Moulali Bus Terminal Formerly Creek Row,Kolkata,1711,2.5,13,Kolkata,Budget,0-2K
Elgin Suites,Kolkata,2621,2.5,13,Kolkata,Mid-range,2K-5K
Itsy Hotels White Castle,"Shakespear Sarani, Kolkata",1425,2.5,65,Kolkata,Budget,0-2K
Kzar Park,"Esplanade, Kolkata",3539,2.5,21,Kolkata,Mid-range,2K-5K
Hotel Heritage,"Kurla, Mumbai",1826,2.5,17,Mumbai,Budget,0-2K
"The Hosteller Mumbai, International Airport","Andheri East, Mumbai",5565,2.5,38,Mumbai,Luxury,5K-10K
T24 Residency,"Andheri East, Mumbai",8499,2.5,38,Mumbai,Luxury,5K-10K
Goldfinch Hotel Mumbai,"Andheri East, Mumbai",7736,4.2,22,Mumbai,Luxury,5K-10K
Z Bliss Suites - Luxury Service Apartment,"Kurla West, Mumbai",3803,2.5,58,Mumbai,Mid-range,2K-5K
The Gordon House Hotel,"Colaba, Mumbai",9719,4.3,38,Mumbai,Luxury,5K-10K
Super Townhouse PBG Mall Vashi,Mumbai,1869,4.2,20,Mumbai,Budget,0-2K
Ramada Plaza By Wyndham Palm Grove,"Juhu, Mumbai",28621,4,33,Mumbai,Luxury,10K+
Ginger Mumbai  Airport,"Ville Parle (east), Mumbai",13270,2.5,14,Mumbai,Luxury,10K+
Hotel Park View,"Andheri West, Mumbai",3839,2.5,41,Mumbai,Mid-range,2K-5K
Citizen Hotel,"Juhu, Mumbai",6573,4.1,18,Mumbai,Luxury,5K-10K
The Shalimar Hotel,"Mumbai Central, Mumbai",4745,4.1,39,Mumbai,Mid-range,2K-5K
Sea Green South Hotel,"Marine Drive, Mumbai",7303,4,47,Mumbai,Luxury,5K-10K
Super Collection O Thane formerly Dove Residency,"Thane, Mumbai",2332,2.5,20,Mumbai,Mid-range,2K-5K
Super Townhouse Marol Near Mumbai Airport formerly ACE Residency,Mumbai,2317,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Karl Residency,"Andheri West, Mumbai",2660,2.5,24,Mumbai,Mid-range,2K-5K
Hotel Metro Palace,"Bandra West, Mumbai",3763,2.5,46,Mumbai,Mid-range,2K-5K
Gulf Hotel Colaba,"Colaba, Mumbai",4433,2.5,51,Mumbai,Mid-range,2K-5K
Hotel Solitaire,"Andheri East, Mumbai",6414,2.5,36,Mumbai,Luxury,5K-10K
Niranta Airport Hotel and Lounge Landside,"Andheri East, Mumbai",14888,4.1,50,Mumbai,Luxury,10K+
Hotel Leafio,"Andheri East, Mumbai",2658,2.5,24,Mumbai,Mid-range,2K-5K
Kings International Juhu,"Juhu,, Mumbai",5796,2.5,36,Mumbai,Luxury,5K-10K
Jyoti Dwelling,"Andheri East, Mumbai",5541,4,21,Mumbai,Luxury,5K-10K
The Byke Delotel,"Borivali, Mumbai",5241,4.3,19,Mumbai,Luxury,5K-10K
Hotel Midtown Pritam,"Dadar, Mumbai",10773,2.5,46,Mumbai,Luxury,10K+
West End Hotel,"Marine Lines, Mumbai",6078,4,21,Mumbai,Luxury,5K-10K
Hotel Oriental Aster,"Andheri East, Mumbai",6017,4,20,Mumbai,Luxury,5K-10K
GCC HOTEL AND CLUB,"Mira Road, Mumbai",4209,4.3,34,Mumbai,Mid-range,2K-5K
Theory9 Premium Serviced Apartments,"Khar West, Mumbai",14255,4.7,21,Mumbai,Luxury,10K+
Regal Palace,"Marine Lines, Mumbai",2269,4,39,Mumbai,Mid-range,2K-5K
Hotel Le Grande - Mumbai International Airport,"Andheri East, Mumbai",12724,4.1,45,Mumbai,Luxury,10K+
Niranta Transit Hotel Mumbai Airport,"Andheri East, Mumbai",14893,4.1,47,Mumbai,Luxury,10K+
Hotel Victoria,"Fort, Mumbai",3397,2.5,29,Mumbai,Mid-range,2K-5K
City Hotel,"South Mumbai, Mumbai",2777,2.5,21,Mumbai,Mid-range,2K-5K
City Guest House,"Dadar, Mumbai",1690,2.5,35,Mumbai,Budget,0-2K
Hotel Ariana Residency,"Andheri, Mumbai",4976,2.5,39,Mumbai,Mid-range,2K-5K
"Kohinoor Continental, Near International Airport","Andheri East, Mumbai",6944,4.2,31,Mumbai,Luxury,5K-10K
Hotel Regal Enclave,"Khar, Mumbai",4954,4.1,26,Mumbai,Mid-range,2K-5K
Hotel Manama,"Fort, Mumbai",4223,2.5,31,Mumbai,Mid-range,2K-5K
Hotel Yogi Broadway Chembur,"Chembur, Mumbai",2907,2.5,31,Mumbai,Mid-range,2K-5K
Hotel Silver Inn,"Andheri East, Mumbai",3993,2.5,47,Mumbai,Mid-range,2K-5K
Aureole (A-1 Heights & Hospitality Pvt Ltd ),"Andheri East, Mumbai",3074,2.5,32,Mumbai,Mid-range,2K-5K
Hotel Maharana Inn Chembur,Mumbai,3228,2.5,28,Mumbai,Mid-range,2K-5K
Hotel Alfa International,"Santacruz, Mumbai",2390,2.5,26,Mumbai,Mid-range,2K-5K
Hotel National,"Mumbai Central, Mumbai",3947,2.5,45,Mumbai,Mid-range,2K-5K
Hotel J.D Residency,Mumbai,1625,4.1,35,Mumbai,Budget,0-2K
Hotel Elite 59,"Andheri East, Mumbai",1255,2.5,51,Mumbai,Budget,0-2K
Hotel Garden Creek Residency -Near International Airport,Mumbai,2100,4.3,40,Mumbai,Mid-range,2K-5K
Hotel Adiva Beacon Residency,"Grant Road, Mumbai",4340,4.4,32,Mumbai,Mid-range,2K-5K
Hotel Sai Residency,"Vasai, Mumbai",1369,4,38,Mumbai,Budget,0-2K
The Oriental Residency,"Khar, Mumbai",4515,4.1,44,Mumbai,Mid-range,2K-5K
Sky Suites By Monarch,"Sanpada, Mumbai",2474,2.5,29,Mumbai,Mid-range,2K-5K
"Ginger Hotel, Mumbai, Andheri","Andheri East, Mumbai",9120,4,27,Mumbai,Luxury,5K-10K
Strand Hotel,"Colaba, Mumbai",7841,2.5,17,Mumbai,Luxury,5K-10K
"Trident, Bandra Kurla","Bandra Kurla Complex, Mumbai",36500,2.5,17,Mumbai,Luxury,10K+
Ginger Mumbai Andheri (MIDC),"Mahakali Caves Road, Mumbai",7952,4.1,24,Mumbai,Luxury,5K-10K
"Ginger Mumbai, Goregaon","Goregaon, Mumbai",9746,4.1,15,Mumbai,Luxury,5K-10K
Hotel Mumbai House Andheri East,"Andheri East, Mumbai",6683,2.5,21,Mumbai,Luxury,5K-10K
La Hotel Metro,"Kurla, Mumbai",5488,4.3,22,Mumbai,Luxury,5K-10K
Hotel Heritage (Formerly Known As Comfort Inn Heritage),"Byculla, Mumbai",7745,4,22,Mumbai,Luxury,5K-10K
Click Hotel Andheri MIDC,"M I D C, Mumbai",6184,2.5,35,Mumbai,Luxury,5K-10K
Club Emerald,"Chembur, Mumbai",6016,4.1,20,Mumbai,Luxury,5K-10K
Svenska Mumbai,"Andheri West, Mumbai",9845,2.5,26,Mumbai,Luxury,5K-10K
The Retreat Hotel & Convention Centre,"Malad, Mumbai",5604,5,32,Mumbai,Luxury,5K-10K
Regenta Place The Emerald,"Juhu, Mumbai",6120,4,10,Mumbai,Luxury,5K-10K
"Rodas - An Ecotel Hotel, Mumbai","Powai, Mumbai",14180,4.2,42,Mumbai,Luxury,10K+
The Sahil Hotel,"Mumbai Central, Mumbai",7255,4.1,24,Mumbai,Luxury,5K-10K
The Beatle,"Powai, Mumbai",9236,4.1,29,Mumbai,Luxury,5K-10K
Suba Galaxy,"International Airport, Mumbai",7616,4.1,39,Mumbai,Luxury,5K-10K
Hotel Sampoorna,"Malad, Mumbai",2851,2.5,23,Mumbai,Mid-range,2K-5K
Hotel Lucky Goregaon,"Goregaon, Mumbai",3215,2.5,32,Mumbai,Mid-range,2K-5K
Lalco Residency,"Andheri East, Mumbai",6323,4.4,32,Mumbai,Luxury,5K-10K
Taj Lands End,"Bandra, Mumbai",18700,2.5,32,Mumbai,Luxury,10K+
"Ramee Guestline Hotel, Dadar","Dadar, Mumbai",9845,4.1,34,Mumbai,Luxury,5K-10K
Hotel Suba Palace (WI-FI Complimentary),"Colaba, Mumbai",18687,4.6,25,Mumbai,Luxury,10K+
"Apex Beacon Hotel, Mumbai","Andheri East, Mumbai",8360,2.5,33,Mumbai,Luxury,5K-10K
Hotel Mumbai House Juhu,"Juhu Tara Road, Mumbai",6109,4.1,31,Mumbai,Luxury,5K-10K
Sea Palace Hotel,"Colaba, Mumbai",6428,2.5,20,Mumbai,Luxury,5K-10K
Taj Santacruz,"Ville Parle (east), Mumbai",22900,2.5,20,Mumbai,Luxury,10K+
Hotel Mumbai House Valnai Malad,"Malad, Mumbai",5674,2.5,19,Mumbai,Luxury,5K-10K
Hotel Suba International,"International Airport, Mumbai",13977,2.5,38,Mumbai,Luxury,10K+
"The Caliph, Mumbai","Powai, Mumbai",5388,2.5,17,Mumbai,Luxury,5K-10K
Hotel Embassy Park BKC,"Santacruz, Mumbai",3510,2.5,27,Mumbai,Mid-range,2K-5K
Moxy Mumbai Andheri West,"Andheri West, Mumbai",16000,2.5,27,Mumbai,Luxury,10K+
Anantha Executive Suites,"L B S Marg, Mumbai",5220,4.1,23,Mumbai,Luxury,5K-10K
Rudra Shelter International,"Vasai, Mumbai",2124,4,36,Mumbai,Mid-range,2K-5K
Hotel City Point,"Dadar, Mumbai",5218,2.5,17,Mumbai,Luxury,5K-10K
Radisson Mumbai Goregaon,"Goregaon, Mumbai",18999,2.5,17,Mumbai,Luxury,10K+
Hotel Planet Residency,"Ville Parle, Mumbai",10899,2.5,33,Mumbai,Luxury,10K+
Hotel Parklane,"Dadar, Mumbai",5486,2.5,16,Mumbai,Luxury,5K-10K
Ramee Techome,"Khar West, Mumbai",34000,2.5,32,Mumbai,Luxury,10K+
Hotel Sai Palace Grand,"Malad, Mumbai",5421,2.5,17,Mumbai,Luxury,5K-10K
Hotel Godwin,"Colaba, Mumbai",7197,4,24,Mumbai,Luxury,5K-10K
Super Collection O Ghodbunder Road formerly Sanwith Residency,"Borivali, Mumbai",1715,4,13,Mumbai,Budget,0-2K
Hotel Atlantic (Wi-FI Enabled),"Juhu, Mumbai",3996,4,20,Mumbai,Mid-range,2K-5K
Hotel JK Regency,"Andheri East, Mumbai",3090,2.5,23,Mumbai,Mid-range,2K-5K
Hotel Milan International,"Santacruz, Mumbai",4531,2.5,26,Mumbai,Mid-range,2K-5K
Hotel Lucky Bandra,"Bandra, Mumbai",4191,4,29,Mumbai,Mid-range,2K-5K
IRA By Orchid Mumbai T-2 International Airport,"Andheri Kurla Road, Mumbai",12000,4.1,20,Mumbai,Luxury,10K+
The Mirador,"Andheri East, Mumbai",9183,4,28,Mumbai,Luxury,5K-10K
Hotel Ashray International,"Sion, Mumbai",4185,4.3,16,Mumbai,Mid-range,2K-5K
"Sun-n-Sand Hotel, Mumbai","Juhu, Mumbai",17391,4.3,19,Mumbai,Luxury,10K+
Landmark Residency,"Malad, Mumbai",5170,4,20,Mumbai,Luxury,5K-10K
The Oberoi Mumbai,"Marine Drive, Mumbai",39000,2.5,20,Mumbai,Luxury,10K+
"ITC Grand Central Mumbai, A Luxury Collection Hotel","Lower Parel, Mumbai",29500,2.5,20,Mumbai,Luxury,10K+
Mumbai House Luxury Apartment,"Santacruz, Mumbai",6444,4.1,29,Mumbai,Luxury,5K-10K
Parle International,"Ville Parle, Mumbai",8270,4.1,31,Mumbai,Luxury,5K-10K
Hotel Imperial Executive,"Andheri East, Mumbai",2303,4,34,Mumbai,Mid-range,2K-5K
Hotel O We Stay Hostel,Mumbai,957,2.5,15,Mumbai,Budget,0-2K
"President, Mumbai - IHCL SeleQtions","Cuffe Parade, Mumbai",45135,2.5,15,Mumbai,Luxury,10K+
Bloom Hotel - Juhu,"Juhu Tara Road, Mumbai",10084,4.6,24,Mumbai,Luxury,10K+
"Lemon Tree Premier, Mumbai International Airport","Andheri East, Mumbai",17875,2.5,24,Mumbai,Luxury,10K+
Hilton Garden Inn Mumbai International Airport,"Sahar Road, Mumbai",20199,2.5,24,Mumbai,Luxury,10K+
Peninsula Redpine,"Andheri East, Mumbai",6497,4.2,32,Mumbai,Luxury,5K-10K
Super Hotel O Seawoods Near Palm Beach Road Formerly Sai Roop,Mumbai,1967,2.5,16,Mumbai,Budget,0-2K
Super Collection O Goregaon Near Film City formerly Cupid,Mumbai,2219,2.5,13,Mumbai,Mid-range,2K-5K
Super Collection O Andheri Near Western Express Highway,Mumbai,4545,2.5,16,Mumbai,Mid-range,2K-5K
FabHotel Azure,Mumbai,6445,2.5,14,Mumbai,Luxury,5K-10K
Rajhans Hotel,"Chembur, Mumbai",4416,4.3,26,Mumbai,Mid-range,2K-5K
Hotel Sai Inn,"Santacruz, Mumbai",2871,2.5,71,Mumbai,Mid-range,2K-5K
Palette by CheckIn Palghar Lifestyle Retreat Formerly Irayos Resort,Mumbai,2090,4.2,16,Mumbai,Mid-range,2K-5K
Taj The Trees,"Vikhroli, Mumbai",40000,2.5,16,Mumbai,Luxury,10K+
Hotel Mumbai House Mindspace Malad,"Malad West, Mumbai",7781,2.5,17,Mumbai,Luxury,5K-10K
Hotel Ajanta Continental,"Santacruz East, Mumbai",7492,2.5,56,Mumbai,Luxury,5K-10K
Hotel Flora Fountain,"Fort, Mumbai",3624,4,10,Mumbai,Mid-range,2K-5K
InterContinental Marine Drive,"Marine Drive, Mumbai",44459,2.5,10,Mumbai,Luxury,10K+
Hotel Kashish International,"Kalyan, Mumbai",2000,4.1,44,Mumbai,Budget,0-2K
FabExpress Grand Heritage,Mumbai,5204,2.5,13,Mumbai,Luxury,5K-10K
GCC Northside Hotel,"Mira Road, Mumbai",3705,4.1,35,Mumbai,Mid-range,2K-5K
Hotel Marine Plaza - A Sarovar Hotel,"Marine Drive, Mumbai",44999,2.5,35,Mumbai,Luxury,10K+
FabExpress Adore Inn,"Andheri East, Mumbai",4994,2.5,13,Mumbai,Mid-range,2K-5K
"Le Sutra Hotel, Khar","Khar, Mumbai",11492,4.4,32,Mumbai,Luxury,10K+
"Lemon Tree Premier, Malad","Malad, Mumbai",9047,2.5,21,Mumbai,Luxury,5K-10K
Super Collection O Kalyan East,Mumbai,21454,2.5,14,Mumbai,Luxury,10K+
Super Collection O Sector 5 Sanpada Formerly Opal Comforts,Mumbai,1614,2.5,20,Mumbai,Budget,0-2K
Super Hotel O Palava Dombivali,Mumbai,1401,2.5,14,Mumbai,Budget,0-2K
Super Hotel O Khar East Near Railway Station,Mumbai,2149,2.5,18,Mumbai,Mid-range,2K-5K
Super Hotel O Dombivali Formerly PK Lodging,Mumbai,1547,2.5,18,Mumbai,Budget,0-2K
StayVista - Villa Bharat - Gorai,"Gorai, Mumbai",22853,2.5,31,Mumbai,Luxury,10K+
StayVista - Aura Farmstay,Mumbai,14589,2.5,35,Mumbai,Luxury,10K+
Super Collection O Ville Parle formerly Freedom Star,Mumbai,4266,2.5,13,Mumbai,Mid-range,2K-5K
Super Collection O Andheri Near Mumbai Airport formerly We Stay,Mumbai,2280,4.7,19,Mumbai,Mid-range,2K-5K
Super Townhouse Oak Vashi formerly Blue Diamond,Mumbai,1784,2.5,18,Mumbai,Budget,0-2K
FabExpress Comfort stay,Mumbai,3294,2.5,13,Mumbai,Mid-range,2K-5K
FabExpress Prakash Inn,Mumbai,6460,2.5,13,Mumbai,Luxury,5K-10K
FabExpress Super 7 Inn,Mumbai,3125,2.5,13,Mumbai,Mid-range,2K-5K
FabHotel Starwood Residency,Mumbai,3333,2.5,13,Mumbai,Mid-range,2K-5K
FabHotel RK International,Mumbai,5210,2.5,13,Mumbai,Luxury,5K-10K
FabHotel Empire Suite,Mumbai,5163,2.5,13,Mumbai,Luxury,5K-10K
Super Collection O Asalpha near International Airport,"International Airport, Mumbai",1951,2.5,16,Mumbai,Budget,0-2K
Super Collection O Airport Metro Andheri East,"Andheri East, Mumbai",2300,4.7,13,Mumbai,Mid-range,2K-5K
FabHotel The Adore Palace,Mumbai,2984,2.5,13,Mumbai,Mid-range,2K-5K
FabHotel Axis International,"Sakinaka, Mumbai",6742,2.5,14,Mumbai,Luxury,5K-10K
FabHotel Landmark Residency,"Navi Mumbai, Mumbai",4483,2.5,13,Mumbai,Mid-range,2K-5K
"ama Stays & Trails Beach House Madh Island, Mumbai","Erangal Beach, Mumbai",40000,2.5,13,Mumbai,Luxury,10K+
Royal Hometel Suites,"Mira Road (east), Mumbai",7500,2.5,13,Mumbai,Luxury,5K-10K
Residency Sarovar Portico - A Sarovar Hotel,"Goregaon, Mumbai",15000,2.5,13,Mumbai,Luxury,10K+
Tuliip Residency,"Andheri East, Mumbai",4492,2.5,58,Mumbai,Mid-range,2K-5K
Hotel Sai Suites,"Dadar, Mumbai",2417,2.5,49,Mumbai,Mid-range,2K-5K
FabExpress Deluxe Comfort,"Andheri West, Mumbai",5004,2.5,13,Mumbai,Luxury,5K-10K
FabHotel Admiral,"Andheri East, Mumbai",7150,2.5,14,Mumbai,Luxury,5K-10K
Ramee Guestline Hotel Khar,"Khar, Mumbai",5283,4.3,37,Mumbai,Luxury,5K-10K
Hotel Arma Court,"Bandra, Mumbai",1982,2.5,29,Mumbai,Budget,0-2K
Hotel Apex International,"Andheri East, Mumbai",1453,2.5,44,Mumbai,Budget,0-2K
Hilltop Hotel Mumbai,"Worli, Mumbai",15646,4,21,Mumbai,Luxury,10K+
ibis Mumbai Vikhroli,"L B S Marg, Mumbai",9300,2.5,21,Mumbai,Luxury,5K-10K
ibis Mumbai Airport - An AccorHotels Brand,"Domestic Airport, Mumbai",11999,2.5,21,Mumbai,Luxury,10K+
Courtyard by Marriott Mumbai International Airport,"Andheri East, Mumbai",31000,2.5,21,Mumbai,Luxury,10K+
"Lakeside Chalet, - Marriott Executive Apartments",Mumbai,20500,2.5,21,Mumbai,Luxury,10K+
Hotel Columbus,"Ville Parle, Mumbai",6839,2.5,24,Mumbai,Luxury,5K-10K
Holiday Inn International Airport,"Andheri East, Mumbai",25594,2.5,24,Mumbai,Luxury,10K+
Hilton Mumbai International Airport,"Sahar Airport Road, Mumbai",41400,2.5,24,Mumbai,Luxury,10K+
Golden Chariot The Boutique Hotel,"Andheri East, Mumbai",2045,2.5,47,Mumbai,Mid-range,2K-5K
The Westin Mumbai Powai Lake,"Powai, Mumbai",23000,2.5,47,Mumbai,Luxury,10K+
JW Marriott Mumbai Sahar,"Ville Parle (east), Mumbai",26200,2.5,47,Mumbai,Luxury,10K+
The Westin Mumbai Garden City,"Goregaon, Mumbai",32500,2.5,47,Mumbai,Luxury,10K+
The St. Regis Mumbai,"Lower Parel, Mumbai",48000,2.5,47,Mumbai,Luxury,10K+
Sofitel Mumbai BKC,"Bandra Kurla Complex, Mumbai",41500,2.5,47,Mumbai,Luxury,10K+
Novotel Mumbai Juhu Beach,"Juhu, Mumbai",18350,2.5,47,Mumbai,Luxury,10K+
Fairfield by Marriott Mumbai International Airport,"Andheri Kurla Road, Mumbai",13499,2.5,47,Mumbai,Luxury,10K+
Ripon Palace,"Mumbai Central, Mumbai",1504,2.5,39,Mumbai,Budget,0-2K
Hotel Mina International,"Jogeshwari West, Mumbai",3639,2.5,39,Mumbai,Mid-range,2K-5K
Hotel Bawa Suites,"Khar, Mumbai",9585,2.5,39,Mumbai,Luxury,5K-10K
Hotel Unicontinental,"Khar, Mumbai",2991,2.5,34,Mumbai,Mid-range,2K-5K
Hotel Leela,"Thane West, Mumbai",2017,2.5,25,Mumbai,Mid-range,2K-5K
The Maharaja Business Hotel,"Mira Road, Mumbai",4236,4.1,32,Mumbai,Mid-range,2K-5K
KF Residency,"Kurla, Mumbai",1265,2.5,49,Mumbai,Budget,0-2K
Hotel Orritel West,"Andheri West, Mumbai",5388,2.5,34,Mumbai,Luxury,5K-10K
Oxford Hotel,"Powai, Mumbai",2166,2.5,48,Mumbai,Mid-range,2K-5K
Hotel Sea Sands,"Juhu, Mumbai",2466,2.5,18,Mumbai,Mid-range,2K-5K
Hotel Royal Castle(Wi Fi Enabled),"Mumbai Central, Mumbai",3441,2.5,18,Mumbai,Mid-range,2K-5K
Happyland,"Dadar, Mumbai",1975,2.5,43,Mumbai,Budget,0-2K
Freesia By Express Inn Ghodbunder,"Thane West, Mumbai",2607,4.1,35,Mumbai,Mid-range,2K-5K
Hotel K.N. Park,"Thane East, Mumbai",2752,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Better Home International,"Sahar Road, Mumbai",4940,2.5,31,Mumbai,Mid-range,2K-5K
Regent Hotel ( Colaba ),"Colaba, Mumbai",10741,4.2,33,Mumbai,Luxury,10K+
Hotel Sapna,"Churchgate, Mumbai",4074,2.5,18,Mumbai,Mid-range,2K-5K
AL-Saudia Hotel,"Bandra, Mumbai",3276,4.4,22,Mumbai,Mid-range,2K-5K
Royal Hills,"Vasai, Mumbai",1966,2.5,21,Mumbai,Budget,0-2K
Hotel Satellite,"Ville Parle (east )mumbai, Mumbai",2867,4.1,28,Mumbai,Mid-range,2K-5K
The Ontime Hotel,Mumbai,3094,2.5,23,Mumbai,Mid-range,2K-5K
Hotel Subhash MIDC Andheri,"Andheri East, Mumbai",2518,2.5,48,Mumbai,Mid-range,2K-5K
Hotel Planet Plaza,"Andheri East, Mumbai",1305,2.5,48,Mumbai,Budget,0-2K
Hotel Imperial Palace,"Andheri East, Mumbai",3304,2.5,34,Mumbai,Mid-range,2K-5K
Hotel Guest Inn Residency,"Kurla, Mumbai",1266,2.5,49,Mumbai,Budget,0-2K
Hotel Gemini,"Grant Road, Mumbai",2088,2.5,29,Mumbai,Mid-range,2K-5K
Hotel Balwas,"Grant Road, Mumbai",2490,2.5,38,Mumbai,Mid-range,2K-5K
Hotel Al Moazin,"Grant Road, Mumbai",1977,2.5,31,Mumbai,Budget,0-2K
Hotel Airport Annex,"Andheri East, Mumbai",1966,2.5,21,Mumbai,Budget,0-2K
Ashok Deluxe Apartments,"Andheri East, Mumbai",5897,2.5,21,Mumbai,Luxury,5K-10K
A1 Hotel,"Malad, Mumbai",1557,2.5,29,Mumbai,Budget,0-2K
"Hotel Ajanta Juhu, Near Juhu Beach","Juhu, Mumbai",5417,2.5,38,Mumbai,Luxury,5K-10K
Neo Lodge,"Ghatkopar West, Mumbai",1836,2.5,29,Mumbai,Budget,0-2K
Kurla Residency,"Kurla, Mumbai",2230,2.5,34,Mumbai,Mid-range,2K-5K
Hotel Rooms Dadar,"Dadar West, Mumbai",2624,2.5,57,Mumbai,Mid-range,2K-5K
Hotel Prasad nx khar,"Khar, Mumbai",4520,4,41,Mumbai,Mid-range,2K-5K
Hotel Mid-Town,"Andheri West, Mumbai",2330,2.5,27,Mumbai,Mid-range,2K-5K
Hotel Laaiba Residency,Mumbai,2718,4,32,Mumbai,Mid-range,2K-5K
Hotel Karishma,"Dadar, Mumbai",4214,2.5,44,Mumbai,Mid-range,2K-5K
Hotel Elite continental,Mumbai,2473,2.5,52,Mumbai,Mid-range,2K-5K
Hotel Aqua Galaxy,"Andheri, Mumbai",1788,4.1,19,Mumbai,Budget,0-2K
Bharat Avenue,"Andheri East, Mumbai",3340,2.5,17,Mumbai,Mid-range,2K-5K
The Cottage Hotel,"Chembur, Mumbai",3075,4.1,24,Mumbai,Mid-range,2K-5K
Madam Re Neptune Tower - 2 BHK,"Powai, Mumbai",4370,4,13,Mumbai,Mid-range,2K-5K
Landmark Asia Service Apartment,"Andheri East, Mumbai",3679,2.5,18,Mumbai,Mid-range,2K-5K
Hotel Sea Lord,"Fort, Mumbai",1634,2.5,18,Mumbai,Budget,0-2K
Hotel Sapna Marine,"Marine Lines, Mumbai",2638,2.5,34,Mumbai,Mid-range,2K-5K
Hotel Rangsharda,"Bandra, Mumbai",3158,2.5,31,Mumbai,Mid-range,2K-5K
Shree Gokulanand Hotels Pvt. Ltd.,"Mira Road, Mumbai",4275,4.1,14,Mumbai,Mid-range,2K-5K
Hotel Pride,"Kurla, Mumbai",4672,2.5,15,Mumbai,Mid-range,2K-5K
Hotel Safar Residency,"Sion, Mumbai",2044,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Regal International,"Sakinaka, Mumbai",17496,4.3,20,Mumbai,Luxury,10K+
Urban Suites,"Seawood, Mumbai",2752,2.5,21,Mumbai,Mid-range,2K-5K
Tranquil Homes L B S Marg,"Powai, Mumbai",5614,4.3,21,Mumbai,Luxury,5K-10K
Tranquil Homes Andheri (East),"Andheri East, Mumbai",5742,4.7,21,Mumbai,Luxury,5K-10K
Tranquil Homes Andheri,"Andheri East, Mumbai",5821,2.5,21,Mumbai,Luxury,5K-10K
Paris Residency,"Dadar, Mumbai",3145,2.5,21,Mumbai,Mid-range,2K-5K
New Vasantashram Boarding & Lodging,"Fort, Mumbai",5324,2.5,31,Mumbai,Luxury,5K-10K
Krishna Resorts & Waterpark,"Vasai, Mumbai",2607,4.1,57,Mumbai,Mid-range,2K-5K
KC Residency,"Andheri East, Mumbai",1804,2.5,22,Mumbai,Budget,0-2K
Hotel Zee Residency,"Ghatkopar West, Mumbai",1629,2.5,29,Mumbai,Budget,0-2K
Hotel Twinkle Residency,"Andheri West, Mumbai",2562,2.5,15,Mumbai,Mid-range,2K-5K
Hotel Symphony,"Andheri East, Mumbai",5585,2.5,21,Mumbai,Luxury,5K-10K
Hotel Super,"Grant Road, Mumbai",2139,2.5,37,Mumbai,Mid-range,2K-5K
Hotel Stayvel,"Dadar, Mumbai",3303,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Solitaire Residency,"Bhiwandi, Mumbai",2058,2.5,22,Mumbai,Mid-range,2K-5K
Hotel Silver Cloud,"Andheri East, Mumbai",5738,2.5,24,Mumbai,Luxury,5K-10K
Hotel Sanjray Palace,"Powai, Mumbai",1790,2.5,37,Mumbai,Budget,0-2K
Hotel Plaza- Near Byculla Railway Station,"Byculla, Mumbai",3538,2.5,21,Mumbai,Mid-range,2K-5K
Hotel National Residency,"Andheri East, Mumbai",1736,2.5,31,Mumbai,Budget,0-2K
Hotel Modern,"Fort, Mumbai",2202,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Golden Sagar,Mumbai,1381,2.5,37,Mumbai,Budget,0-2K
Hotel Ganga,"Andheri West, Mumbai",2883,2.5,21,Mumbai,Mid-range,2K-5K
Hotel BKC Palace,"Kurla, Mumbai",2152,2.5,28,Mumbai,Mid-range,2K-5K
Hotel Amardeep,"Khar, Mumbai",5533,4.2,21,Mumbai,Luxury,5K-10K
Hotel Al Madina Palace,"Fort, Mumbai",2439,2.5,59,Mumbai,Mid-range,2K-5K
GOOD LUCK HOTEL,"Andheri East, Mumbai",5798,4,21,Mumbai,Luxury,5K-10K
