Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
Ganesh Palace,"Ghatkopar, Mumbai",2285,2.5,33,Mumbai,Mid-range,2K-5K
Carlton Hotel,"Colaba, Mumbai",3747,4,21,Mumbai,Mid-range,2K-5K
Tourist Resort,"Malad, Mumbai",2053,2.5,29,Mumbai,Mid-range,2K-5K
Hotel Oasis,"Fort, Mumbai",2752,2.5,21,Mumbai,Mid-range,2K-5K
Treebo Lake Bloom Powai,"Powai, Mumbai",2806,2.5,67,Mumbai,Mid-range,2K-5K
Treebo Seven Olives,"Andheri Kurla Road, Mumbai",2688,2.5,67,Mumbai,Mid-range,2K-5K
Treebo Olive Nest,"Malad, Mumbai",5209,2.5,63,Mumbai,Luxury,5K-10K
The Fountain Inn,"Fort, Mumbai",3156,2.5,30,Mumbai,Mid-range,2K-5K
Itsy Hotels Elegant,"Zaveri Bazar, Mumbai",2384,2.5,65,Mumbai,Mid-range,2K-5K
Treebo Express Inn,"Andheri East, Mumbai",2937,2.5,64,Mumbai,Mid-range,2K-5K
Treebo De Grandeur Anand Nagar,"Thane, Mumbai",2728,2.5,68,Mumbai,Mid-range,2K-5K
Treebo Zaid International Powai,"Andheri East, Mumbai",2953,2.5,67,Mumbai,Mid-range,2K-5K
Treebo Anam International,"Grant Road, Mumbai",5214,2.5,65,Mumbai,Luxury,5K-10K
Treebo Olive Inn Near BKC,"Kurla, Mumbai",3655,2.5,64,Mumbai,Mid-range,2K-5K
Treebo Atithi Inn Malad,"Malad, Mumbai",3735,2.5,65,Mumbai,Mid-range,2K-5K
Treebo The Blue Roof,"Thane, Mumbai",3141,2.5,61,Mumbai,Mid-range,2K-5K
Treebo Prince Andheri East,"Bandra Kurla Complex, Mumbai",3140,2.5,63,Mumbai,Mid-range,2K-5K
Treebo Castle Rock Inn,"Marol, Mumbai",3029,4.2,68,Mumbai,Mid-range,2K-5K
Treebo Amber Imperial,"Byculla, Mumbai",3618,2.5,63,Mumbai,Mid-range,2K-5K
"Treebo Vro Boutique, Andheri East","Marol, Mumbai",3492,2.5,66,Mumbai,Mid-range,2K-5K
Treebo Premium Savera Inn,"Kandivali, Mumbai",4036,4.3,67,Mumbai,Mid-range,2K-5K
Treebo Kings Inn Vashi,"Vashi, Mumbai",1978,2.5,67,Mumbai,Budget,0-2K
Treebo Blue Moon Powai,"Powai, Mumbai",2195,2.5,70,Mumbai,Mid-range,2K-5K
Treebo Premium Widlor Boutique,"Chakala, Mumbai",5244,4.3,71,Mumbai,Luxury,5K-10K
Treebo Hiramani Parel Lalbaug,"Lal Baug, Mumbai",4398,2.5,65,Mumbai,Mid-range,2K-5K
"Treebo Kaizen, 3 Kms From Paragliding",Mumbai,1239,2.5,68,Mumbai,Budget,0-2K
RK Hotel,"Grant Road, Mumbai",2650,2.5,34,Mumbai,Mid-range,2K-5K
Relax Guest House,"Masjid Bunder, Mumbai",1513,2.5,24,Mumbai,Budget,0-2K
Prime Grand Hotel,"Sakinaka, Mumbai",2364,2.5,47,Mumbai,Mid-range,2K-5K
K Bhagat Tarachand Banquet,"Chembur, Mumbai",6522,2.5,12,Mumbai,Luxury,5K-10K
Hotel VRK Residency,"Ville Parle, Mumbai",6269,2.5,12,Mumbai,Luxury,5K-10K
Hotel Sunshine Airport.,"Chimatpada, Marol Naka ,andheri East, Mumbai",2309,2.5,54,Mumbai,Mid-range,2K-5K
Hotel Star Palace,"Andheri East, Mumbai",3974,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Sanjary Palace,"Kurla, Mumbai",2021,2.5,33,Mumbai,Mid-range,2K-5K
Hotel Royal Grand,Mumbai,1289,2.5,49,Mumbai,Budget,0-2K
Hotel Relax Inn Guest House,"Mira Road, Mumbai",6355,2.5,12,Mumbai,Luxury,5K-10K
Hotel Maxwell,"Malad, Mumbai",6486,2.5,13,Mumbai,Luxury,5K-10K
Hotel Khandesh Residency,"New Panvel, Mumbai",1962,2.5,22,Mumbai,Budget,0-2K
Hotel Hometown Near US Embassy BKC,"Sion, Mumbai",2540,4,10,Mumbai,Mid-range,2K-5K
Hotel Hira Palace,"Grant Road, Mumbai",1879,2.5,33,Mumbai,Budget,0-2K
Hotel Hill View,"Powai, Mumbai",6851,2.5,14,Mumbai,Luxury,5K-10K
Hotel Bandra Residency,"Bandra, Mumbai",3106,2.5,18,Mumbai,Mid-range,2K-5K
Ellora Guest House,"Borivali, Mumbai",1684,4.2,33,Mumbai,Budget,0-2K
Comfort Stay - Goregaon East,"Goregaon, Mumbai",6334,2.5,13,Mumbai,Luxury,5K-10K
Comfort Stay - Andheri West 2,"Andheri West, Mumbai",6308,2.5,13,Mumbai,Luxury,5K-10K
Stay In Service Apartment - Eternia,"Powai, Mumbai",6276,4.1,13,Mumbai,Luxury,5K-10K
Shahana Hotel,"Andheri East, Mumbai",1336,2.5,26,Mumbai,Budget,0-2K
Saigal Guest House,"Goregaon, Mumbai",2597,2.5,48,Mumbai,Mid-range,2K-5K
Sahara Executive Budget Hotel,"Andheri East, Mumbai",2530,2.5,16,Mumbai,Mid-range,2K-5K
Sagar Vihar Hotel,"Masjid Bunder East, Mumbai",1311,2.5,18,Mumbai,Budget,0-2K
"Malad East, Moksh","Malad, Mumbai",6532,4.3,13,Mumbai,Luxury,5K-10K
Madam Re Pluto Tower - 2 BHK,"Powai, Mumbai",4370,2.5,13,Mumbai,Mid-range,2K-5K
Madam Re Neptune Tower 2 BHK (Apartment 4),"Powai, Mumbai",4370,4,13,Mumbai,Mid-range,2K-5K
Madam Re Neptune Tower - 3 BHK,"Powai, Mumbai",4370,4,13,Mumbai,Mid-range,2K-5K
Madam Re Neptune Tower - 2 BHK (Apartment 2),"Powai, Mumbai",4370,2.5,13,Mumbai,Mid-range,2K-5K
Madam Re Neptune - 2 BHK (Apartment 3),"Powai, Mumbai",4370,4,13,Mumbai,Mid-range,2K-5K
Madam Re Jupiter Tower - 1 BHK,"Powai, Mumbai",4370,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Woodland,"Goregaon, Mumbai",2933,2.5,27,Mumbai,Mid-range,2K-5K
Hotel Karan Palace,"Goregaon, Mumbai",4249,4,18,Mumbai,Mid-range,2K-5K
Golden Toff,"Mira Road, Mumbai",3438,4.4,18,Mumbai,Mid-range,2K-5K
GBS Exotica 3 near BKC Kurla,"Powai, Mumbai",3059,2.5,13,Mumbai,Mid-range,2K-5K
GBS Exotica 2 near BKC Kurla,"Powai, Mumbai",3059,2.5,13,Mumbai,Mid-range,2K-5K
Executive Solutions,"Andheri East, Mumbai",6433,4.5,13,Mumbai,Luxury,5K-10K
Castle Service Apartment,"Vasai, Mumbai",3933,2.5,13,Mumbai,Mid-range,2K-5K
Castle Service Apartment,"Andheri East, Mumbai",3496,2.5,13,Mumbai,Mid-range,2K-5K
BSS Pluto 3 Powai,"Powai, Mumbai",2622,2.5,13,Mumbai,Mid-range,2K-5K
BSS Pluto 2 Powai,"Powai, Mumbai",2622,2.5,13,Mumbai,Mid-range,2K-5K
BSS Gundecha 1 Kanjurmarg,"Powai, Mumbai",2622,2.5,13,Mumbai,Mid-range,2K-5K
Badariya Guest House,"Dadar, Mumbai",6352,2.5,13,Mumbai,Luxury,5K-10K
Andheri East Service Apartment,"Andheri East, Mumbai",4370,2.5,13,Mumbai,Mid-range,2K-5K
"Alcove - Goregaon E, The Park","Goregaon, Mumbai",6280,2.5,13,Mumbai,Luxury,5K-10K
"STAYMATRIX Service Apartment @ Thakur Complex,Kandivali(608)","Malad, Mumbai",6135,2.5,13,Mumbai,Luxury,5K-10K
STAYMATRIX Service Apartment @ Powai(894),"Powai, Mumbai",6180,2.5,13,Mumbai,Luxury,5K-10K
STAYMATRIX Service Apartment @ Malad West(921),"Malad, Mumbai",6393,5,13,Mumbai,Luxury,5K-10K
STAYMATRIX Service Apartment @ Kandivali West(927),"Malad, Mumbai",6184,2.5,13,Mumbai,Luxury,5K-10K
"STAYMATRIX Service Apartment @ Kalanagar, Bandra East.(877)","Bandra, Mumbai",6526,2.5,13,Mumbai,Luxury,5K-10K
"STAYMATRIX Service Apartment @ Kalanagar, Bandra East(924)","Bandra, Mumbai",6426,2.5,13,Mumbai,Luxury,5K-10K
"STAYMATRIX Service Apartment @ Juhu,Andheri(737)","Juhu, Mumbai",6553,2.5,13,Mumbai,Luxury,5K-10K
STAYMATRIX Service Apartment @ Bandra West(938),"Bandra, Mumbai",6352,4.6,13,Mumbai,Luxury,5K-10K
STAYMATRIX Service Apartment @ Andheri East(738),"Andheri East, Mumbai",6391,4.9,13,Mumbai,Luxury,5K-10K
Stay Insta -  Serviced Apartment in Goregaon West,"Goregaon, Mumbai",6148,4.1,13,Mumbai,Luxury,5K-10K
Serviced Apartment in Goregaon West,"Goregaon, Mumbai",6475,2.5,13,Mumbai,Luxury,5K-10K
Sayeban Hotel,"Mumbai Central, Mumbai",6485,4,13,Mumbai,Luxury,5K-10K
Rajkamal Apartment,"Sion, Mumbai",6158,5,13,Mumbai,Luxury,5K-10K
One of the best building in high class locality,"Andheri West, Mumbai",6425,2.5,13,Mumbai,Luxury,5K-10K
"Nest Inn, Residential Hotel, Malad West","Malad West, Mumbai",1997,2.5,13,Mumbai,Budget,0-2K
Just Inn Holiday,"Malad, Mumbai",6123,2.5,13,Mumbai,Luxury,5K-10K
Janata Residency,"Kurla, Mumbai",1196,2.5,16,Mumbai,Budget,0-2K
Hotel Firdous,"Grant Road, Mumbai",2446,4.1,13,Mumbai,Mid-range,2K-5K
Hotel Ajwa,"Andheri East, Mumbai",1505,2.5,35,Mumbai,Budget,0-2K
Bunglow for a peaceful stay,"Andheri East, Mumbai",6198,5,13,Mumbai,Luxury,5K-10K
Ashtavinayak Snacks,"Goregaon, Mumbai",6427,2.5,13,Mumbai,Luxury,5K-10K
Agrawal bhavan,Mumbai,1572,2.5,21,Mumbai,Budget,0-2K
Trombay Guest House,"Chembur, Mumbai",6147,2.5,13,Mumbai,Luxury,5K-10K
Sapphire Asta Mumbai (Adhoc),Mumbai,2622,4,13,Mumbai,Mid-range,2K-5K
Laurent & Benon Service Apartment,Mumbai,6247,2.5,13,Mumbai,Luxury,5K-10K
DREAMZ TOUCH - Vashi,Mumbai,6436,2.5,13,Mumbai,Luxury,5K-10K
Hotel KGN,Mumbai,1606,2.5,33,Mumbai,Budget,0-2K
Gateway Star Hotel,"Andheri East, Mumbai",2738,2.5,45,Mumbai,Mid-range,2K-5K
J Hotel and Banquets,Mumbai,7726,2.5,14,Mumbai,Luxury,5K-10K
Asar Elite by Orion Hotels,Mumbai,4697,2.5,44,Mumbai,Mid-range,2K-5K
Hotel Delmond Prime,Mumbai,2296,2.5,22,Mumbai,Mid-range,2K-5K
Hotel Powai Palace,Mumbai,1818,2.5,43,Mumbai,Budget,0-2K
Hotel Amber Paramount,Mumbai,4651,2.5,22,Mumbai,Mid-range,2K-5K
Hotel Emirates Suites,Mumbai,2142,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Signature Inn,Mumbai,1696,2.5,13,Mumbai,Budget,0-2K
Hotel Garden Palace,Mumbai,2075,2.5,42,Mumbai,Mid-range,2K-5K
Hotel New York,Mumbai,1439,2.5,39,Mumbai,Budget,0-2K
Hotel Amar Residency,Mumbai,2280,2.5,21,Mumbai,Mid-range,2K-5K
Super Townhouse Vasai Express Highway Formerly Majestic Inn,Mumbai,1848,2.5,13,Mumbai,Budget,0-2K
SHEETAL RESIDENCY,"Malad, Mumbai",4812,2.5,20,Mumbai,Mid-range,2K-5K
Hotel Magnet,"Andheri East, Mumbai",2753,2.5,24,Mumbai,Mid-range,2K-5K
Pinaki Comfort Stay Malad - Near Nesco & Oberoi Mall,"Malad, Mumbai",2622,2.5,48,Mumbai,Mid-range,2K-5K
HOTEL METROMAX,Mumbai,3059,2.5,13,Mumbai,Mid-range,2K-5K
Bandra Stays,Mumbai,5411,2.5,22,Mumbai,Luxury,5K-10K
MyOtel - Santacruz,Mumbai,5310,2.5,24,Mumbai,Luxury,5K-10K
Windsor Castle,Mumbai,6867,2.5,14,Mumbai,Luxury,5K-10K
Hotel Riva International-Near Nesco Center,Mumbai,5244,2.5,13,Mumbai,Luxury,5K-10K
"Hotel Zillion Executive - Near US Consulate, Bandra Kurla Complex (BKC), Mumbai",Mumbai,3802,2.5,21,Mumbai,Mid-range,2K-5K
Fairmont Mumbai,"Ville Parle, Mumbai",23000,2.5,21,Mumbai,Luxury,10K+
Hotel Lords,Mumbai,6652,2.5,23,Mumbai,Luxury,5K-10K
Hotel Olten,Mumbai,8053,2.5,19,Mumbai,Luxury,5K-10K
Hotel Zara International,Mumbai,6867,2.5,14,Mumbai,Luxury,5K-10K
Nm Hotel,Mumbai,2622,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Moon Lite Marve,Mumbai,2171,2.5,53,Mumbai,Mid-range,2K-5K
Indie Stays Studios,Mumbai,5478,2.5,30,Mumbai,Luxury,5K-10K
The Majlis Hotel Colaba Mumbai,Mumbai,4261,2.5,34,Mumbai,Mid-range,2K-5K
Bindra Elite,Mumbai,3006,2.5,22,Mumbai,Mid-range,2K-5K
"Hotel Mumbai International, Airport",Mumbai,8237,2.5,14,Mumbai,Luxury,5K-10K
Itsy Hotels Rexton Inn,"Saki Vihar Road, Mumbai",2098,2.5,65,Mumbai,Mid-range,2K-5K
Hotel Esquire,"Kurla West, Mumbai",3298,2.5,34,Mumbai,Mid-range,2K-5K
The Farm Retreat,"Karjat, Mumbai",22000,2.5,21,Mumbai,Luxury,10K+
Hotel Malad Inn,"Malad West, Mumbai",3674,2.5,54,Mumbai,Mid-range,2K-5K
Aboo's Concord Galaxy,Mumbai,6947,2.5,23,Mumbai,Luxury,5K-10K
The Food Villa,Mumbai,4065,2.5,13,Mumbai,Mid-range,2K-5K
Itsy Hotels Bindra Elite,"Sher E Punjab, Mumbai",3167,2.5,65,Mumbai,Mid-range,2K-5K
Hotel Juhu Plaza,Mumbai,6000,2.5,65,Mumbai,Luxury,5K-10K
Pinaki Comfort Stay Vile Parle - Near Airport,"Ville Parle (east), Mumbai",2865,2.5,59,Mumbai,Mid-range,2K-5K
Gopalas Residency,Mumbai,4838,2.5,59,Mumbai,Mid-range,2K-5K
Hotel Grandeur,"Andheri, Mumbai",3257,2.5,29,Mumbai,Mid-range,2K-5K
Hotel Shalimar,"Malad (east), Mumbai",3754,2.5,27,Mumbai,Mid-range,2K-5K
Hotel O Santacruz Khar Subway,Mumbai,2681,2.5,16,Mumbai,Mid-range,2K-5K
Hotel Briteway,Mumbai,2048,2.5,47,Mumbai,Mid-range,2K-5K
Hotel Ashyana,"Grant Road, Mumbai",5122,2.5,15,Mumbai,Luxury,5K-10K
Hotel O Kharbao Bhiwandi Thane,Mumbai,990,2.5,13,Mumbai,Budget,0-2K
Super Collection O Ulhasnagar Railway Station Formerly Hotel Derby,Mumbai,1872,2.5,13,Mumbai,Budget,0-2K
The Regenza by Tunga,"Vashi, Navi Mumbai",8640,4.2,20,Mumbai,Luxury,5K-10K
Hotel Abbott,"Vashi, Navi Mumbai",4965,4.1,32,Mumbai,Mid-range,2K-5K
Hotel Sri Krishna Paradise,"Airoli, Navi Mumbai",2017,4,50,Mumbai,Mid-range,2K-5K
Hotel Grande 51,"Cbd Belapur, Navi Mumbai",4105,2.5,20,Mumbai,Mid-range,2K-5K
The Altruist Business Stays Navi Mumbai 2,"Kopar Khairane, Navi Mumbai",1995,4.2,63,Mumbai,Budget,0-2K
Hotel Highway View,"Sanpada, Navi Mumbai",4153,4,36,Mumbai,Mid-range,2K-5K
"Monarch Guestline in MIDC Rabale, Navi Mumbai","Rabale, Navi Mumbai",2404,2.5,29,Mumbai,Mid-range,2K-5K
"Hotel Mumbai House, Ghansoli","Ghansoli, Navi Mumbai",3671,4.7,27,Mumbai,Mid-range,2K-5K
Yogi Metropolitan,"Sanpada, Navi Mumbai",3492,2.5,37,Mumbai,Mid-range,2K-5K
Megh Residency,"Sector 19a, Navi Mumbai",1614,4.1,48,Mumbai,Budget,0-2K
Hotel Apex,"Sanpada, Navi Mumbai",1338,2.5,44,Mumbai,Budget,0-2K
Hotel City View,"Sanpada, Navi Mumbai",1135,2.5,43,Mumbai,Budget,0-2K
Hotel Prince International,"Vashi, Navi Mumbai",1053,2.5,18,Mumbai,Budget,0-2K
Pallavi Avida,"Kalamboli, Navi Mumbai",2746,4.1,22,Mumbai,Mid-range,2K-5K
The Shelter Hotel And Resort,"Mira Road, Thane",2736,4.3,20,Mumbai,Mid-range,2K-5K
Rudra Shelter Business Hotel,"Vasai (east), Thane",1871,4.1,39,Mumbai,Budget,0-2K
Karjat Villa - SKS Farm,Thane,6527,2.5,13,Mumbai,Luxury,5K-10K
SAI SHRADHA LODGE,Navi Mumbai,1655,4,21,Mumbai,Budget,0-2K
GOOD HOMES - Thane,Thane,6303,4.2,13,Mumbai,Luxury,5K-10K
Golden Chariot Vasai Hotel and Spa,"Vasai, Thane",3456,4,23,Mumbai,Mid-range,2K-5K
B.K Resort,Thane,6540,4,12,Mumbai,Luxury,5K-10K
"Hotel Mumbai House, Airoli","Airoli, Navi Mumbai",4520,4.2,19,Mumbai,Mid-range,2K-5K
South Coast Hotel,"Rabale, Navi Mumbai",2835,4.1,33,Mumbai,Mid-range,2K-5K
Hotel Shelter & Resort,Thane,2743,2.5,19,Mumbai,Mid-range,2K-5K
37th Crescent Navi Mumbai,"Vashi, Navi Mumbai",6538,2.5,41,Mumbai,Luxury,5K-10K
Shyanu Lords Eco Inn Airoli - Near Mindspace,"Navi Mumbai, Navi Mumbai",1696,2.5,33,Mumbai,Budget,0-2K
"DREAMZ TOUCH - Haveli, Manpada",Thane,6451,4.2,13,Mumbai,Luxury,5K-10K
Hotel Royal Classic,Thane,2551,2.5,20,Mumbai,Mid-range,2K-5K
Priya lodging,"Vashi, Navi Mumbai",1748,2.5,13,Mumbai,Budget,0-2K
Neeta Pushkar Mela Resort,Thane,6210,2.5,13,Mumbai,Luxury,5K-10K
Royal Hills,"Valiv Vasai Road, Thane",2321,2.5,21,Mumbai,Mid-range,2K-5K
"Fortune Select Exotica, Navi Mumbai - Member ITC Hotels' Group","Vashi, Navi Mumbai",12950,2.5,21,Mumbai,Luxury,10K+
Hotel Singhs Vashi,"Sector 19c, Navi Mumbai",2180,4.3,21,Mumbai,Mid-range,2K-5K
Hotel Swagat Residency,Navi Mumbai,2119,2.5,29,Mumbai,Mid-range,2K-5K
Vivanta Navi Mumbai Turbhe,"Turbhe, Navi Mumbai",17000,2.5,29,Mumbai,Luxury,10K+
Hindustan Residency,Thane,1706,4,39,Mumbai,Budget,0-2K
Alok Lodge,"Thane (west), Thane",6256,2.5,13,Mumbai,Luxury,5K-10K
Hotel Venkeys,"Ambernath, Thane",1081,2.5,25,Mumbai,Budget,0-2K
Hotel Subodaya,"Nerul, Navi Mumbai",4575,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Mourya Residency,Navi Mumbai,3003,2.5,45,Mumbai,Mid-range,2K-5K
Time Square Thane West,"Jambli Naka, Thane",3261,2.5,35,Mumbai,Mid-range,2K-5K
Hotel Heritage Dakshin,"Belapur, Navi Mumbai",2908,2.5,64,Mumbai,Mid-range,2K-5K
Luxury Service Apartment,Thane,6413,2.5,13,Mumbai,Luxury,5K-10K
3Bhk Room-Luxury service Apartment in Thane,Thane,6761,4.4,14,Mumbai,Luxury,5K-10K
Hotel Sai Nidhi Supreme - Prajapati Hall,"Airoli, Navi Mumbai",2208,4,39,Mumbai,Mid-range,2K-5K
Hotel Vaibhav,"Karnala, Panvel",1020,2.5,22,Mumbai,Budget,0-2K
Navi Mumbai Marriott Hotel,Navi Mumbai,27675,2.5,22,Mumbai,Luxury,10K+
"VITS Sharanam,Thane","Thane (west), Thane",5949,2.5,22,Mumbai,Luxury,5K-10K
SLK Foundation Guest House,"Kharghar, Navi Mumbai",6437,2.5,13,Mumbai,Luxury,5K-10K
BASECAMP,Navi Mumbai,3496,2.5,13,Mumbai,Mid-range,2K-5K
Sapphire Boutique Hotel,"Belapur, Navi Mumbai",5717,4.3,58,Mumbai,Luxury,5K-10K
Hotel Aqua Jalaja,Thane,2242,2.5,48,Mumbai,Mid-range,2K-5K
"The Byke Suraj Plaza Pure Veg Hotel, Thane","Thane (west), Thane",3353,4.2,33,Mumbai,Mid-range,2K-5K
Hotel Indiana Inn,"Sanpada, Navi Mumbai",1924,4,21,Mumbai,Budget,0-2K
Hotel Geetanjali St Bus Stand Panvel,Panvel,1446,2.5,37,Mumbai,Budget,0-2K
"The Byke Studio Pure Veg Apartment, Thane","Thane (west), Thane",2216,4,37,Mumbai,Mid-range,2K-5K
Hotel Natwar,"Thane (west), Thane",1855,2.5,16,Mumbai,Budget,0-2K
Hotel Highland Residency,"Thane (west), Thane",1629,2.5,31,Mumbai,Budget,0-2K
Marriott Executive Apartments Navi Mumbai,Navi Mumbai,20000,2.5,31,Mumbai,Luxury,10K+
Hotel Dwaraka,Thane,1890,2.5,30,Mumbai,Budget,0-2K
Hotel Voxton Inn,Thane,2650,2.5,41,Mumbai,Mid-range,2K-5K
Hotel Venkat Presidency,"Kamothe, Navi Mumbai",1890,2.5,33,Mumbai,Budget,0-2K
Hotel Supreme Inn,Thane,2401,2.5,49,Mumbai,Mid-range,2K-5K
Instafeel Hotel,"Rabale, Navi Mumbai",3990,2.5,33,Mumbai,Mid-range,2K-5K
Raaj Resort,Navi Mumbai,2700,2.5,10,Mumbai,Mid-range,2K-5K
Casa Exotica Homestays,"Kopar Khairane, Navi Mumbai",2185,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Marquis Manthan,"Mumbai Goa Road, Panvel",2071,2.5,17,Mumbai,Mid-range,2K-5K
Dp hospitality,"Kopar Khairane, Navi Mumbai",6378,4.6,13,Mumbai,Luxury,5K-10K
Hotel Diamond Inn,Thane,3294,2.5,12,Mumbai,Mid-range,2K-5K
Hotel Jawahar,Thane,3796,4.1,21,Mumbai,Mid-range,2K-5K
Hotel Alka Residency,"Thane (west), Thane",2980,2.5,21,Mumbai,Mid-range,2K-5K
Green Dream,Thane,6266,5,13,Mumbai,Luxury,5K-10K
14 Square Arista Airoli,"A B Nair Road, Navi Mumbai",6445,2.5,13,Mumbai,Luxury,5K-10K
Hotel Dakshin Grandeur,Navi Mumbai,3792,2.5,49,Mumbai,Mid-range,2K-5K
Risshi Residency,"Kopar Khairane, Navi Mumbai",2547,2.5,37,Mumbai,Mid-range,2K-5K
Hotel Shelter Palace,"Vashi, Navi Mumbai",1825,2.5,48,Mumbai,Budget,0-2K
Hotel Spencer,Navi Mumbai,3426,2.5,49,Mumbai,Mid-range,2K-5K
Vinamra Residency Panvel,"Mumbai Goa Road, Panvel",2319,4,30,Mumbai,Mid-range,2K-5K
Hotel Peace Park,"Mumbai Goa Road, Panvel",2438,4,21,Mumbai,Mid-range,2K-5K
Monarch Montvert Rabale,"Rabale, Navi Mumbai",2951,2.5,23,Mumbai,Mid-range,2K-5K
Wild Camp Resort Thane,Thane,2755,2.5,31,Mumbai,Mid-range,2K-5K
Hotel Fantacee,"Vashi, Navi Mumbai",1131,2.5,51,Mumbai,Budget,0-2K
Hotel Pearl,"Vashi, Navi Mumbai",1407,2.5,46,Mumbai,Budget,0-2K
Hotel Veerpark,"Off. Panvel-matheran Road, Panvel",1520,2.5,16,Mumbai,Budget,0-2K
Hotel Vista INN,Navi Mumbai,3600,2.5,18,Mumbai,Mid-range,2K-5K
Hotel Spices,"Kopar Khairane, Navi Mumbai",3696,4,21,Mumbai,Mid-range,2K-5K
Pub Street Inn,"Belapur, Navi Mumbai",1921,2.5,44,Mumbai,Budget,0-2K
Swapnabhumi Farm House,Thane,3492,4,13,Mumbai,Mid-range,2K-5K
Hotel Navi Mumbai,"Vashi, Navi Mumbai",1005,2.5,44,Mumbai,Budget,0-2K
ibis Thane,"Thane (west), Thane",9999,2.5,44,Mumbai,Luxury,5K-10K
Apollo Guest House,"Sanpada, Navi Mumbai",900,2.5,31,Mumbai,Budget,0-2K
Hotel Shambuji,"Thane (west), Thane",2123,2.5,21,Mumbai,Mid-range,2K-5K
Hotel Star Inn,"Taloja, Navi Mumbai",919,2.5,29,Mumbai,Budget,0-2K
Hotel Satyam Residency,Navi Mumbai,1874,2.5,28,Mumbai,Budget,0-2K
Hotel Sai Parikrama,"Vashi, Navi Mumbai",4370,2.5,13,Mumbai,Mid-range,2K-5K
Hotel Palms,"Sector 19c, Navi Mumbai",1408,2.5,28,Mumbai,Budget,0-2K
South Coast Hotel,Thane,3671,2.5,18,Mumbai,Mid-range,2K-5K
Hotel Raj inn Guest House,"Nerul, Navi Mumbai",1168,2.5,27,Mumbai,Budget,0-2K
Hotel Soni Punjab Gest House navi mubai,Navi Mumbai,1048,2.5,13,Mumbai,Budget,0-2K
Hotel Merakee & Banquet,Thane,4177,4.1,16,Mumbai,Mid-range,2K-5K
Hotel Vrushali Inn,"Rabale, Navi Mumbai",2759,4.3,21,Mumbai,Mid-range,2K-5K
Treebo Premium Heritage Grand - Majiwada Thane,"Thane (west), Thane",5744,2.5,66,Mumbai,Luxury,5K-10K
Hotel Shiva,"Off. Panvel-matheran Road, Panvel",862,2.5,22,Mumbai,Budget,0-2K
Hotel Kolkars,"Off. Panvel-matheran Road, Panvel",875,2.5,20,Mumbai,Budget,0-2K
Sai Sharan Stay Inn - Near MIDC Turbhe,"Turbhe, Navi Mumbai",909,2.5,30,Mumbai,Budget,0-2K
Hotel Satkar Residency,"Thane (west), Thane",8942,4.1,22,Mumbai,Luxury,5K-10K
Treebo Arvind Residency,"Thane (west), Thane",2486,2.5,67,Mumbai,Mid-range,2K-5K
Oxford Golf Resort,"Bavdhan, Pune",40000,4.5,20,Pune,Luxury,10K+
AR Suites Fontana Bay,"Kalyani Nagar, Pune",4433,4.4,44,Pune,Mid-range,2K-5K
Magnus Square - Business Hotel,"Viman Nagar, Pune",2767,4,33,Pune,Mid-range,2K-5K
Hotel Smart Inn,"Apte Road, Pune",1039,2.5,57,Pune,Budget,0-2K
Serenity By Monarch,"Baner, Pune",2757,4.3,28,Pune,Mid-range,2K-5K
Magnus Star Residency,"Magarpatta, Pune",2887,2.5,28,Pune,Mid-range,2K-5K
Sunnys World,"Pune Mumbai Highway, Pune",3899,4.2,18,Pune,Mid-range,2K-5K
7 Apple Hotel - Viman Nagar Pune,"Viman Nagar, Pune",6555,4.5,12,Pune,Luxury,5K-10K
The Deccan Royaale,"Jm Road, Pune",3648,2.5,36,Pune,Mid-range,2K-5K
Palette by CheckIn Magarpatta City Formerly Emerald Guestimony,Pune,3797,4.4,18,Pune,Mid-range,2K-5K
Collection O Hinjewadi Phase 1 Formerly Mars Venture,Pune,1269,2.5,18,Pune,Budget,0-2K
Samrat hotel,"Bund Garden Road, Pune",1883,2.5,22,Pune,Budget,0-2K
HMR Royal Inn,"Katraj, Pune",1353,2.5,41,Pune,Budget,0-2K
Hotel Aurora Towers,"Camp, Pune",3909,4.1,20,Pune,Mid-range,2K-5K
O Hotel Pune,"Koregaon Park, Pune",11550,4.1,20,Pune,Luxury,10K+
Hotel Parc Estique,"Viman Nagar, Pune",6912,4,47,Pune,Luxury,5K-10K
Deccan Pavilion PUNE,"Katraj, Pune",2779,2.5,23,Pune,Mid-range,2K-5K
Zip by Spree Hotels Chakan,Pune,5166,4.7,30,Pune,Luxury,5K-10K
Super Townhouse Oak Viman Nagar formerly Kuber Inn,"Viman Nagar, Pune",2085,4.1,18,Pune,Mid-range,2K-5K
Super Townhouse Hadapsar formerly Savali Inn,Pune,2170,4.9,18,Pune,Mid-range,2K-5K
"Magnus Riverside Boutique, Kalyani Naga",Pune,3156,2.5,30,Pune,Mid-range,2K-5K
